Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Morocco,MAR,1.514960095,5.280557602,-3.827410726,-2.438125016,8.786051867,-6.856999638,10.75644713,-2.89476059,5.855785269,-0.179001532,0.667222054,6.026196966,1.893682386,4.710812722,3.568368841,2.084411376,6.322032263,2.324123627,4.667095676,2.964362835,2.485646027,3.835323653,1.580512366,3.060343754,1.229493548,3.1031114,-0.221495789,2.736894992,1.648630514,
Monaco,MCO,2.179714129,0.387662382,0.541858852,-1.837528916,1.245019989,1.18295125,0.200586634,1.305739294,2.597990205,2.366283434,2.930828366,1.171205354,-0.008221203,0.029491315,1.409073758,0.86270165,4.730114776,13.31858241,-0.270548908,-12.20871258,0.948122971,5.849118217,-0.222649184,8.261329603,5.970628031,3.840543808,2.259520629,-4.309361325,,
Moldova,MDA,,,,,,,-5.688416413,2.023699091,-6.504427486,-3.216404597,2.315573435,6.337533539,8.049932026,6.900602916,7.666090083,7.761873817,5.09166889,3.238976578,8.005387613,-5.881261331,7.207008539,5.879368781,-0.576691756,9.073067967,5.063663482,-0.274048789,4.472203087,4.772146278,4.097169591,
Madagascar,MDG,0.196034408,-9.0096462,-1.762873393,-0.916882955,-3.062475483,-1.373836243,-0.990550184,0.476229779,0.697348566,1.4148759,1.54230951,2.796227787,-15.29998908,6.518985024,2.15979964,1.558223501,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Maldives,MDV,,,,,,,5.759593305,6.48381796,5.647546734,4.206844974,1.663694726,-6.261285308,4.395119454,10.5568273,3.110259029,-15.39671978,23.07738083,5.245089047,6.844885057,-9.839784206,3.647137216,4.354973708,-1.80332647,2.54266069,2.53768975,-1.61605983,2.641694758,2.412763386,2.085411062,
Middle East & North Africa,MEA,9.219042661,1.49038626,2.920079077,0.411972139,0.36481544,0.193687287,2.612412925,1.353272134,2.559774574,-0.170869385,3.787349811,-0.664164645,-0.283467402,3.502651028,5.944247871,2.961850238,3.860412147,2.954046264,2.256208937,-1.625779886,2.860030362,1.58139805,1.804726571,0.684187333,0.962281863,0.610694348,2.943359821,-0.158950758,0.621995794,
Mexico,MEX,3.203387849,2.302006591,1.683114828,0.157925459,3.159059689,-7.831742255,5.072444833,5.19356354,3.581567884,1.247837106,3.440985879,-1.792903613,-1.402932265,0.072262315,2.494832985,0.869515797,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911,
Marshall Islands,MHL,-0.475437098,-2.25488412,5.311063574,4.759639055,5.068056576,7.694219452,-10.43783482,-6.291755954,-2.662850879,-2.526845411,5.202184684,3.992584626,0.758304791,-1.864900667,-1.756063473,1.459015498,0.510864041,3.127980833,-1.860235185,-1.768868417,6.234558418,0.911123984,3.118582894,2.460836575,-1.175235842,-0.815550596,1.388012845,3.023602744,1.877065037,
Middle income,MIC,0.239242175,-0.641499184,-0.886071006,1.082013096,0.800672998,1.976270948,3.250198133,3.294531476,0.505692779,1.759728404,4.195017862,2.071783015,3.011787925,4.090627633,6.442934963,5.719259976,6.663146379,7.211595966,4.370967284,1.073001464,6.130459636,4.742961295,3.908585413,3.901708737,3.207643078,2.733727241,3.09985273,3.708847789,3.503612128,
North Macedonia,MKD,,-6.033034211,-6.347052789,-7.253291602,-1.642905588,-1.19196109,0.870223302,0.924816283,2.73859689,3.7031682,4.013498588,-3.447947544,1.192195412,1.998684525,4.490136757,4.559806245,4.991381662,6.355178745,5.375728757,-0.44173607,3.273797407,2.253668163,-0.541872334,2.8360337,3.544454304,3.778043048,2.778401047,0.180289922,2.617176945,
Mali,MLI,-4.267731451,9.343326727,-5.567648276,0.48315867,1.026100602,-1.719201231,4.314328255,2.162212612,4.807838063,2.896519765,-2.831820076,12.04794879,0.041694827,5.787853267,-1.612450398,3.145417902,1.270556904,0.096615523,1.342846144,1.320388697,2.135870507,0.144374409,-3.721253908,-0.621668899,3.981680388,2.896755061,2.698505686,2.285864187,1.791676657,
Malta,MLT,5.256597735,3.431026401,3.616450528,3.442436246,4.667594452,5.603712102,3.098243734,4.463409646,4.44456735,4.100967967,6.083458858,-0.144491274,2.217929032,1.871518277,-0.228933647,3.12420097,1.45839227,3.624422341,2.676265866,-3.19485642,3.035346348,0.90860927,1.763774627,3.082467061,6.386835975,8.051511863,3.312930438,3.822859444,3.130254323,
Myanmar,MMR,1.315111829,-1.966884505,8.338114178,4.832113647,6.255546448,5.685744953,5.124260857,4.302343653,4.510746401,9.576109096,12.43457182,10.15235644,10.90518951,12.78773931,12.59285207,12.67468886,12.27076439,11.26826335,9.574806889,9.844419191,8.875133566,4.784289857,6.449430572,7.508547128,7.10610606,6.180617815,5.135039472,6.083960111,5.555804237,
Middle East & North Africa (excluding high income),MNA,9.03370729,-3.873252892,2.182620205,0.426297282,-0.786144279,0.405580924,3.966287517,1.291157741,4.858970077,2.40075903,2.601962012,0.440001242,1.541955565,1.011118187,6.15154102,2.737220785,3.669717563,4.263072535,1.719417234,0.757402368,3.412546751,-2.69459637,0.960539397,-0.159060147,0.283565351,-0.773557745,5.673329318,1.327022761,,
Montenegro,MNE,,,,,,,,,5.220747424,-9.151670209,3.279116513,0.693871395,1.496370321,2.074413928,4.241156669,4.026601866,8.431555487,6.662685811,7.032664172,-5.996973359,2.546263599,3.120074323,-2.805589651,3.44799976,1.684977361,3.332424034,2.925516359,4.704687214,4.859161164,
Mongolia,MNG,-5.096440149,-10.08385898,-10.29102924,-4.011277905,1.359891949,5.564445745,1.416530987,3.04418311,2.465633246,2.178521708,0.251938336,2.009383997,3.717785665,5.899766977,9.401050744,5.978681774,7.18034816,8.761902579,7.324809847,-2.815705841,4.562359683,15.15416281,10.15919245,9.43696905,5.745360276,0.388160071,-0.748813701,3.359840934,5.045173052,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,1.228038208,-1.932293397,-11.57881386,-5.791352704,-5.592486859,-10.10307447,-16.8737189,1.800671197,-7.762377591,-0.015858488,1.522249558,2.808187117,2.515745821,27.29276775,24.31484733,,
Mozambique,MOZ,-0.41030461,2.218160912,-8.512257931,4.49133055,2.060368025,-1.296907004,23.0531333,7.8897404,9.086744189,5.132812651,-1.006636882,9.566336811,5.650008344,3.377143107,4.673583122,5.625862847,6.796373068,4.485773314,3.981854927,3.480667598,3.799813785,4.212805903,4.287150996,4.215586949,4.478858777,3.614624749,0.825460078,0.771155213,0.29969069,
Mauritania,MRT,-4.303715633,-0.823316369,-0.728207451,3.182314148,-5.509833433,7.061335241,3.17565368,-6.436597145,0.198165253,4.964105504,-3.028615568,-0.715854115,-2.077965101,3.046142394,2.793688204,5.908565271,15.51866187,-0.091258482,-1.794010866,-3.875763078,1.751621463,1.664965774,2.715149023,3.007175091,2.533690841,-1.492040659,-0.872023142,0.165634885,0.759147004,
Mauritius,MUS,6.425944037,3.314166367,5.120444435,3.843627974,2.688328558,3.394776412,4.513432566,4.372417178,4.96251939,1.314748645,7.144716001,2.534262806,0.911910221,5.161670454,3.677809281,1.176699112,4.377586819,5.246496953,5.006539071,3.041100455,4.129198852,3.911001251,3.209499474,3.132851971,3.556904276,3.416023947,3.766596483,3.720567642,3.717228563,
Malawi,MWI,1.995643418,6.512047235,-8.152097193,9.416682413,-10.56584543,15.55819928,5.406783403,1.344280837,1.06528168,0.17548279,-1.10652179,-7.32932715,-0.745454184,3.181805614,2.835450559,0.617770097,1.893621418,6.576082011,4.612470375,5.259064738,3.849632629,1.893187132,-0.985564538,2.255964336,2.778269574,0.002055023,-0.255885678,1.26339856,0.801419696,
Malaysia,MYS,5.980303574,6.646447943,6.119140673,7.175095539,6.519108739,7.094525447,7.228737196,4.609261617,-9.671218298,3.577322275,6.357502709,-1.665144352,3.217412636,3.687927506,4.698552494,3.28229491,3.524283301,4.236454932,2.847079676,-3.285586654,5.62353738,3.666156283,3.959634656,3.270114055,4.595193584,3.687552271,2.817762483,4.466357475,3.316769765,
North America,NAC,0.528198735,-1.6230916,1.85974616,1.420365373,2.817818017,1.485909028,2.376738867,3.203065591,3.24966487,3.629281336,3.094318795,0.071540522,0.907359795,1.874120597,2.773099131,2.530990305,1.843390038,0.928971546,-0.980532775,-3.451317932,1.737361017,0.9434751,1.416764216,1.148134701,1.715876713,1.909200218,0.749795271,1.582007633,2.045609382,
Namibia,NAM,-1.292269934,4.979888022,4.322637221,-3.993563666,-0.616879405,1.598557778,0.988196979,2.093142089,1.286941236,1.481055941,1.721034816,-0.436584832,3.212408102,2.709079209,10.58480888,0.911969294,5.280924889,3.525639359,0.797146712,-1.518571851,4.146043621,3.248110949,3.238694404,3.783505318,4.48420943,4.185724353,-0.726735411,-2.70651864,-1.937959389,
New Caledonia,NCL,1.17457102,2.23030023,-1.960593024,-2.029547803,-0.109355394,3.571062118,-1.455762347,0.055313021,-5.020937806,-0.99760766,0.177142857,,,,,,,,,,,,,,,,,,,
Niger,NER,-4.314060543,-0.737649899,-9.550458626,-1.911303673,0.510351961,-0.875338802,-0.120369409,-0.795640301,6.574080207,-4.063906412,-4.903979357,3.278124762,-0.706975742,1.486941309,-3.544773682,0.676101457,1.913996332,-0.656284489,5.524145661,-4.424091997,4.277583547,-1.605987439,7.573047302,1.234637621,3.416247219,0.364737337,0.952882045,0.942737603,1.234038834,
Nigeria,NGA,8.930677762,-2.16446909,2.025822527,-4.457078096,-4.232815554,-2.530049603,1.634581059,0.406833258,0.057199724,-1.895730177,2.419141981,3.290568216,12.45747078,4.65778623,6.489599681,3.721623978,3.326217191,3.822070229,3.972514064,5.197959199,5.158545242,2.525324016,1.472867464,3.853730553,3.513963445,-0.029295429,-4.16841477,-1.788826785,-0.665579082,
Nicaragua,NIC,-2.219264557,-2.390905975,-1.843422479,-2.580051924,1.150183312,3.79058951,4.339359173,2.112800493,1.959037137,5.311892468,2.494426358,1.438772315,-0.673823995,1.110619944,3.882793224,2.868206974,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Netherlands,NLD,3.468277552,1.635054692,0.940015013,0.55424968,2.34216811,2.607973408,3.022303403,3.793381689,4.02050292,4.337374404,3.453538225,1.557458169,-0.420367777,-0.315789683,1.631188059,1.812699159,3.294949892,3.547359482,1.773356599,-4.161038565,0.82425996,1.078628207,-1.395919341,-0.424178645,1.05910126,1.508266162,1.649315552,2.304284789,2.003691765,
Norway,NOR,1.582239894,2.594640516,2.978314199,2.234964978,4.458979878,3.614661843,4.496974737,4.715291715,2.015237895,1.317148039,2.53760563,1.570033303,0.892137,0.329646559,3.346523463,1.928146092,1.573721897,1.924927141,-0.763808469,-2.92301365,-0.554839174,-0.329403687,1.381260571,-0.170023872,0.831566884,0.960396302,0.299839821,1.160086441,0.73270718,
Nepal,NPL,2.086610833,3.627338272,1.324348789,1.053883262,5.382505909,0.902048529,2.876157775,2.748901773,0.902670803,2.404788804,4.287486107,3.05231948,-1.412581423,2.472762204,3.288699056,2.172227072,2.086993751,2.173376985,4.974640788,3.689462275,4.313243158,3.313879795,4.98141892,4.407231331,6.032235943,2.909442183,-0.319386313,6.476249851,4.546209269,
Nauru,NRU,,,,,,,,,,,,,,,,,,,33.75337768,8.134930736,12.80176585,11.10705413,7.708964768,27.49245035,24.63741377,-2.317796345,5.543723649,5.554091793,-2.17144891,
New Zealand,NZL,-0.767363536,-5.768688554,0.047072992,5.185414754,3.730372049,3.199885759,1.99402126,0.71329913,-0.098413594,4.903177374,2.300473607,2.861438103,2.877543567,2.519712847,2.499149487,2.161695801,1.597939738,2.057073494,-1.845477761,-1.206319856,0.416658955,1.556889864,1.667074876,1.790270164,2.160846449,1.646308972,1.49258464,0.962158641,0.853999628,
OECD members,OED,2.217364621,0.435949796,1.123152766,0.346035631,2.257318273,1.896798515,2.294726969,2.70351848,2.101645945,2.532490486,3.298198652,0.677055466,0.829711419,1.2591478,2.456957248,2.046993364,2.272138795,1.812490421,-0.507084699,-4.146544915,2.228350498,1.289396448,0.656981129,0.835500609,1.387041502,1.76488436,1.079324125,1.835703188,1.637535804,
Oman,OMN,-4.043565423,1.503092345,3.52106671,1.497005961,0.185954158,2.336123048,1.554283987,5.415719278,2.546526596,-0.259455902,4.794006342,3.253729196,-2.790471809,-4.761808132,-1.166176694,-0.19231122,2.534105053,1.449415671,4.510197821,1.492543992,-0.889566128,-7.486548319,1.615034131,-3.023280943,-3.945213952,-1.151663899,0.014516512,-4.892598502,-1.333278851,
Other small states,OSS,,,,,,,,,,,,2.577438618,2.810432231,2.573924367,7.443099671,3.858038569,8.426240676,7.113236365,4.639062499,-0.797658127,5.64646925,5.243980305,1.45425319,0.911037671,0.850761314,0.718079879,0.335179002,0.117145112,0.117118185,
Pakistan,PAK,1.416430079,2.09241176,4.744059351,-1.002068515,0.913853219,2.067476,1.905384877,-1.843706885,-0.328923031,0.83250242,1.536123997,-0.556853126,0.75939527,2.419428972,4.921000445,5.222981078,3.770350831,2.467959373,-0.574302682,0.560539366,-0.601297652,0.553811023,1.328979726,2.223277179,2.507376248,2.567413562,3.349984034,3.529935155,3.284625257,
Panama,PAN,5.845052222,7.156527573,5.982330151,3.305146336,0.760432507,-0.311530821,1.972159665,4.311487217,5.188895812,1.857885991,0.711048054,-1.35671283,0.296357993,2.261697975,5.538679386,5.232317432,6.683938828,9.973369182,7.902080986,-0.539360011,3.983842194,9.397799359,7.911486596,5.096771298,3.292575557,3.943093867,3.183013796,3.533900797,1.936964073,
Peru,PER,-6.950980025,0.172616257,-2.465189162,3.25942207,10.22112187,5.43216338,0.910820675,4.546165599,-2.127278175,-0.140599311,1.213135854,-0.656163165,4.279639615,3.132750648,4.000778546,5.362300567,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Philippines,PHL,0.44936592,-3.021974036,-2.077979559,-0.296968049,1.957931735,2.2737899,3.447854601,2.838941888,-2.761827692,0.848225648,2.181100048,0.722897615,1.490084282,2.838512181,4.608561495,2.816617547,3.372022692,4.807859333,2.438131312,-0.506779975,5.853846681,1.92077308,4.881194404,5.267653061,4.411728032,4.404527665,5.285169945,5.146628571,4.770738946,
Palau,PLW,,,,,,,,,,,,5.097215073,2.633750373,-4.075873218,4.5394509,4.947550671,-0.993035227,2.939259198,-3.058066578,-3.774253161,2.262456346,6.63377824,4.213866577,-1.91489844,4.655965096,10.18716871,0.186281562,-4.020007692,4.419500754,
Papua New Guinea,PNG,-5.299279192,7.003663866,11.24380964,15.50737803,3.503353419,-5.575343757,5.155262631,-6.240212072,-6.098630967,-0.539284885,-4.686278834,-2.245084264,-2.188785257,0.11608504,0.605595554,4.041721296,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Poland,POL,,-7.344791004,2.20106586,3.474682774,5.070855517,6.806798915,5.975925759,6.389693291,4.577388307,4.650722121,5.657306399,1.275692174,2.088991539,3.632271354,5.197167028,3.539158858,6.246943919,7.092881294,4.235469386,2.7505333,3.903262076,4.960852069,1.608148506,1.453110056,3.395804322,3.908167647,3.106909657,4.801049453,5.139159148,
Pre-demographic dividend,PRE,6.809123239,-12.66226583,-0.073847652,-3.182372084,-2.789544516,0.263293669,3.115933534,3.231710737,4.936984596,1.980161352,0.203366282,1.941806653,3.081508334,-3.171582114,9.695518844,3.794448471,4.224334998,3.62920898,3.924267588,2.148172881,3.310275352,1.588498842,2.611445893,2.920946978,1.81247667,0.166997132,-0.110019311,-1.080536271,-0.570669425,
Puerto Rico,PRI,-3.701708113,1.583227814,3.891316524,3.766936257,3.222679373,3.58766391,1.172302687,3.9099388,4.925886874,4.863317331,2.98675151,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.708618282,0.669450912,-0.271578083,-1.041080619,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,4.177328987,4.6090335,1.168103422,-2.163021114,0.693517626,3.922373584,3.108270009,3.961028368,4.26350115,3.302248793,3.060570887,1.226898336,0.218426396,-1.305411672,1.568412882,0.580002855,1.370085181,2.291002375,0.0548983,-3.070552001,1.851920186,-1.68234825,-3.638376596,-0.586051381,1.438663429,2.244627065,2.24777791,3.046036398,2.32877873,
Paraguay,PRY,1.385994696,0.8449107,-0.835586583,2.390878361,2.822186089,4.346170519,-0.728609582,1.938548141,-2.081866812,-3.417853221,-4.274977563,-2.756616979,-1.892274849,2.449874221,2.285779018,0.493016048,3.227657269,3.923926917,4.909779406,-1.595789314,9.648636754,2.834385667,-1.894340158,6.939282909,3.442783303,1.705403129,2.941236699,3.594847098,2.311690319,
West Bank and Gaza,PSE,,,,,,2.427689349,-3.217162808,9.645838202,11.44966726,5.548624948,-10.86318811,-11.59863728,-14.69701374,11.13938499,7.559219016,8.003429177,-6.325078496,3.901438672,3.20045652,5.801803251,5.327861678,9.610522253,3.693569575,-0.207437731,-2.494494051,1.086642707,2.382789566,1.10936177,-1.618564497,
Pacific island small states,PSS,2.725195604,-1.486937043,3.455823477,1.134729027,3.077183068,2.182758084,1.465903156,-2.572242923,0.751157848,3.61740566,-1.772890174,0.038313139,0.82118602,0.953652457,2.737407003,1.084560737,1.210069835,-0.028279022,0.623541611,-2.636356911,1.589866245,2.836060155,0.552442468,1.519459454,2.647485864,2.334525764,1.938570984,2.591383586,2.084914625,
Post-demographic dividend,PST,2.187817724,0.543229756,1.103485838,0.302821167,2.366207357,2.134384795,2.285974734,2.731375817,2.153983375,2.835114347,3.419622348,1.049325285,1.023942998,1.451031832,2.570541574,2.166795249,2.357228329,1.936381341,-0.372811668,-3.987155852,2.319516704,1.285398456,0.708779557,0.889716973,1.421795808,1.650635627,1.169905099,1.89318769,1.757594466,
French Polynesia,PYF,0.063516295,2.932535567,-0.813274593,-1.514298335,-0.872962367,-1.285374048,-1.617827441,-0.140996352,4.04270087,1.952328858,2.07068164,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,0.089674394,2.857857634,-2.505173967,7.896398995,-6.428873817,6.765009207,-0.966955089,-0.209667769,-2.810312752,6.618784875,3.376589721,-2.949647859,-1.867995867,-1.205859563,-0.645691868,-1.280179157,-1.042852988,-0.645097948,
Romania,ROU,,-12.15844134,-7.939239528,1.66711861,4.083147899,6.448659414,4.207522544,-4.57473043,-1.826823974,-0.220150555,2.593975232,6.696673666,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726982601,-3.328750364,2.510130947,2.532603026,3.899639726,3.798887022,4.36163304,5.40266296,7.618681572,4.702669069,
Russian Federation,RUS,-3.373495241,-5.259047967,-14.56843686,-8.564614832,-12.46130513,-4.169192942,-3.614960869,1.567688221,-5.143091975,6.729707725,10.46366496,5.546780908,5.18278578,7.787899658,7.632419622,6.806628492,8.554807566,8.685697584,5.246206669,-7.827754905,4.453103204,4.218741172,3.525674995,1.583474519,-1.080941759,-2.518180983,0.145592471,1.515174583,2.261780504,
Rwanda,RWA,-2.558596136,0.3059999,11.90214857,-1.67594807,-47.50331599,37.53552814,9.434222534,6.635716598,0.370781929,-3.221128694,2.463857324,4.563894933,10.56068742,0.648516276,5.920709741,7.402056959,6.773746521,5.006059662,8.240266075,3.450814352,4.595031277,5.124299083,6.176092273,2.177297197,4.982501551,6.13469864,3.258881398,3.294886797,5.836046857,
South Asia,SAS,3.122348038,-0.347863186,3.433915654,2.203876235,3.87563585,4.79231913,4.744274881,1.767221749,3.591404548,5.780711879,2.126821894,2.423227491,1.86639157,5.405509713,5.730435486,5.938155149,6.017121027,5.662271218,1.680660364,5.568561662,6.179080466,3.69823618,4.109912881,4.717512234,5.637966267,6.142148757,6.385141861,5.6433304,5.502304459,
Saudi Arabia,SAU,11.16658391,11.312661,0.918959383,-4.032461862,-1.932116984,-2.06926387,0.507127604,-0.840952448,0.936936382,-5.722962239,3.226457836,-3.721164612,-5.505128297,8.015580031,4.803447825,2.543984583,-0.073621497,-0.928231271,3.360699553,-4.787315002,2.008917159,6.703981812,2.20265505,-0.367217942,0.754234773,1.47837224,-0.601112093,-2.710481875,0.392688315,
Sudan,SDN,-7.873789504,4.767531851,3.854025217,1.882863493,-1.60786416,3.228586584,3.125100641,7.620988229,1.503371765,0.308226417,3.442131139,3.577953183,3.498053937,4.765095241,1.020711095,4.535015517,7.049702744,8.488101922,4.908136455,0.528232163,0.821545219,7.25566561,11.8286972,1.920140942,0.232297871,2.410886348,2.218332386,1.814938773,-4.629843228,
Senegal,SEN,-3.615788556,-0.474885566,-1.729973507,-1.613398187,-2.786097301,2.585809521,-0.536752764,0.661762764,3.441498868,3.891491884,0.786817359,2.096989108,-1.768607044,4.074528425,3.240026145,2.955563927,-0.168340821,2.201573082,1.303246755,-0.641920072,0.760392106,-1.310164403,2.229589549,-0.016039672,3.662367461,3.421585662,3.412110213,4.125502424,3.837062008,
Singapore,SGP,5.63191741,3.69545473,3.483579798,8.678448493,7.667017487,3.993381086,3.190908209,4.743419994,-5.462155408,4.882478034,7.166852515,-3.701955961,2.970622872,6.088641979,8.453248075,4.864976351,5.646813836,4.573558962,-3.411008827,-2.853515056,12.51431494,4.0697386,1.917945558,3.131434733,2.560207197,1.679018806,1.635085531,3.607948953,2.656150008,
Solomon Islands,SLB,,3.058479968,9.543604285,1.064233115,6.137289526,5.21136507,-1.210991965,-4.156833353,-1.002148877,-3.18200512,-16.56817099,-10.42787349,-5.364429507,3.739922189,2.262523112,2.868433479,4.465712159,4.909438053,4.717146744,-6.924156961,4.24333412,10.34024507,1.820908522,0.264323791,-0.49200265,-0.184713713,0.731053259,0.832026448,0.72193521,
Sierra Leone,SLE,1.787269489,1.671804698,-18.99547432,1.814030798,-1.510970537,-7.875389256,1.548339678,-6.368506312,0.71217307,-3.75622732,3.810102745,-9.684600839,21.02805995,4.367635787,2.028761747,0.587596576,0.941003399,5.164462977,2.924341082,0.899311289,3.000008945,3.924040207,12.6192137,18.05313719,2.274599807,-22.3122503,3.784629837,1.990240068,1.535163598,
El Salvador,SLV,3.449535121,0.124197691,5.553452547,4.390047586,3.345060072,3.494183566,-0.269142413,2.12363536,1.742660696,1.337600334,0.385980766,0.212349623,0.982329174,1.021030289,0.393014603,2.226761785,3.874747652,1.419975891,1.694949789,-2.495593585,2.111469886,3.369060265,2.363617759,1.776398396,1.241775566,1.90943551,2.007205649,1.795783983,2.016666951,
San Marino,SMR,,,,,,,,,6.399369127,7.771309959,1.030917406,4.223237058,-0.951246357,2.472668942,3.221090139,1.040266059,2.540764644,5.836670511,0.411017641,-13.90531441,-5.916413819,-10.67575291,-8.827095134,-4.367140673,-2.088069079,-0.379634528,1.492311366,0.996584598,,
Somalia,SOM,-2.736255088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,2.527849791,7.485266428,2.81967789,-11.8280107,8.104083336,5.173400781,7.214537509,4.637781779,9.30125096,5.857975895,10.13495857,6.871975198,6.106314879,-2.34092987,1.136806237,2.845008637,-0.198378662,3.394520937,-1.126393172,2.281130095,3.882936212,2.593855846,4.881012702,
Sub-Saharan Africa (excluding high income),SSA,-0.44361582,-2.344640209,-3.06677656,-3.571918284,-1.478040568,0.659483991,2.423268249,0.890650126,-0.286707968,-0.506189039,0.833017408,1.572276882,3.62015795,1.55050128,3.754709713,3.436044189,3.328060152,3.774356946,2.539126071,0.281257548,2.744462302,1.634100027,1.208484305,2.199636929,1.870533225,0.098588632,-1.47007174,-0.17753277,-0.302775447,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,0.384644273,1.431553891,-7.767019249,-47.59058016,10.49253387,1.41718015,-12.13026545,-12.1421746,,,
Sub-Saharan Africa,SSF,-0.439832497,-2.342591544,-3.060422604,-3.565692138,-1.479890774,0.655826298,2.423202159,0.898113939,-0.280953917,-0.5063675,0.831256137,1.566243534,3.615414513,1.542172676,3.747733201,3.43827444,3.330515969,3.77746742,2.533322737,0.278526558,2.744710347,1.637022384,1.206697079,2.200416846,1.870528679,0.100104576,-1.467593575,-0.176056293,-0.301673919,
Small states,SST,,,,,,,,,2.277883828,1.402223949,2.937293989,2.27827899,2.825945313,3.08714726,6.494955936,3.687786752,7.890621081,6.187811071,3.928866674,-1.316324718,4.875959475,4.547666561,1.41874402,0.958899454,0.794620981,0.805560078,0.0267911,0.192367493,0.378890745,
Sao Tome and Principe,STP,,,,,,,,,,,,,0.507741075,4.470556988,1.588585941,4.553666604,6.275066907,0.385725172,5.138852111,-0.343507563,4.013627968,2.048557565,1.017865608,2.805117064,4.56838862,1.870057105,2.227094019,1.934093585,0.741508911,
Suriname,SUR,-6.405201052,0.751209384,-1.425866758,-8.30756691,1.718669748,-1.526759021,-0.433608092,4.315679849,1.038579104,-2.576712636,0.893744071,2.969047783,1.594288311,5.056707677,7.239131366,3.289638175,4.579089473,3.888782466,2.952614885,1.838118198,3.968757635,4.653175527,1.539448592,1.79632115,-0.828461589,-4.425106353,-6.521650973,0.687495235,1.024190548,
Slovak Republic,SVK,,,,1.513090887,5.787846371,5.534215938,6.531408675,5.871891186,3.872404906,-0.30686137,1.347280939,3.505723137,4.560795846,5.488126963,5.280271095,6.740490003,8.447902154,10.76725222,5.53923472,-5.548489764,4.94387255,2.686613637,1.484291761,1.381645185,2.65066889,4.075918802,2.992544089,3.0283386,3.960369087,
Slovenia,SVN,,-8.957880853,-5.324913111,3.08878673,5.44941557,4.084716077,3.58103613,5.255806308,3.511161593,5.199182272,3.847511866,2.787349198,3.707715748,2.780091236,4.284962717,3.823020815,5.319372956,6.34528862,3.136899703,-8.626919318,0.797240022,0.440502293,-2.873785074,-1.26615369,2.84936107,2.228000991,2.992671703,4.812220615,4.437488125,
Sweden,SWE,-0.020759194,-1.817515167,-1.736630335,-2.632808464,3.350605128,3.475711361,1.357598604,2.853393692,4.183105889,4.405310355,4.577555907,1.301116828,1.74364887,1.97961064,3.901335706,2.406290681,4.112293128,2.644109315,-1.328741985,-6.00010773,5.092201225,1.906766069,-1.033346003,0.38413182,1.588900265,3.357807915,1.401860955,0.738138803,1.097673526,
Eswatini,SWZ,17.49923464,-0.990021227,0.639339632,0.700321087,0.153927678,2.651757809,1.791918033,1.185277625,0.877215506,1.481343813,0.613766993,0.239833657,3.821866895,3.500058249,3.272135368,5.557225977,5.428187176,3.778304892,0.121348759,0.842593875,3.075372743,1.56099202,4.013907195,5.681665388,1.169381233,-0.429335863,2.301425637,0.897666037,-0.3889351,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,3.751515152,6.542772544,-2.13646282,-4.136775648,-1.325377725,-2.442133926,-2.442091232,,,
Seychelles,SYC,6.472165963,1.400771403,6.670810388,4.006664464,-3.408237373,-2.273010617,3.389420271,10.65541747,6.303964318,-0.109436247,0.612194896,-2.356613212,-1.834808541,-4.816177359,-2.490007934,8.501896906,7.15334449,9.859154622,-4.310878182,-1.492677418,3.037276524,10.76086835,0.272336547,4.078024634,2.891898203,2.623391524,3.114471399,3.0631085,2.6431477,
